NewsHeadline	Phrase	SOHuman	Pattern	NewsCategory
Aliados de Chávez podem perder até dez governos regionais nas eleições deste ano	perder até dez	0	v-inf prp num	Política e conflitos
Prodi renuncia o cargo de Premier após perder votos de confiança	perder votos	0	v-inf n	Política e conflitos
Estados Unidos perderam bomba nuclear na Groenlândia há 40 anos	perderam bomba	-1	v-fin n	Política e conflitos
Angola perdoa dívida da Guiné-Bissau e viabiliza programação da TV pública	perdoa dívida	1	v-fin n	Economia e negócios
Espanha anuncia que perdoará dívida da Bolívia em troca da implantação de programas educativos	perdoará dívida	1	v-fin n	Política e conflitos
Garotinho permanece em greve de fome	permanece em greve	-1	v-fin prp n	Política e conflitos
Portal da Câmara permite a brasileiros acompanhar em detalhes a atividade parlamentar	permite a brasileiros	0	v-fin art n	Política e conflitos
Kuwait aprova lei que permite o voto feminino	permite o voto	1	v-fin art n	Política e conflitos
Visita a presos só será permitida com uso de máscara descartável	permitida com uso	0	v-pcp prp n	Saúde
Especialistas aconselham permitir a ascensão de mulheres ao trono japonês	permitir a ascensão	0	v-inf art n	Política e conflitos
No Brasil, fundos de pensão têm contratos com empresa que já pertenceu ao ex-ministro Gushiken	pertenceu ao ex-ministro	0	v-fin prp n	Política e conflitos
Paulo Pimenta (PT) renuncia à Vice-Presidência da CPI do Mensalão	pimenta (pt) renuncia	0	v-fin prp n	Política e conflitos
Piora a estimativa para as exportações brasileiras em 2009	piora a estimativa	-1	v-fin art n	Economia e negócios
Wikinotícias investiga acusação de McCain ter plagiado o discurso da Wikipédia	plagiado o discurso	-1	v-pcp art n	Política e conflitos
Casa-CE planeia protesto no Uíge contra aumentos nos combustíveis	planeia protesto	-1	v-fin n	Economia e negócios
The Jerusalem Post: Hizbollah planeja ataques contra judeus ao redor do mundo	planeja ataques	-2	v-fin n	Política e conflitos
Assembleia Legislativa planeja criação de Região Metropolitana de Vitória da Conquista	planeja criação	0	v-fin n	Política e conflitos
O Governo de Israel planeja um cessar-fogo unilateral	planeja um cessar-fogo	2	v-fin art n	Política e conflitos
Chávez afirma que EUA e Colômbia planejam operação em território venezuelano	planejam operação	0	v-fin n	Política e conflitos
Presidente dos Estados Unidos perde cooperação com a China "para planejar o século XXI"	planejar o século	0	v-inf art n	Política e conflitos
China acusa tibetanos de planejarem ataques terroristas	planejarem ataques	-2	v-inf n	Política e conflitos
FARC planejavam atentado terrorista na Espanha	planejavam atentado	-2	v-fin n	Política e conflitos
Área plantada de grãos no Brasil deve superar em 1,9% a do ciclo passado, calcula Conab	plantada de grãos	0	v-pcp prp n	Economia e negócios
Angola: Chivukuvuku pode candidatar-se à Presidencia	pode candidatar-se	0	v-fin n	Política e conflitos
Funai atribui ao Poder Judiciário lentidão na demarcação de terras indígenas	poder judiciário	0	v-inf n	Política e conflitos
Piñera é eleito Presidente do Chile e põe fim a ciclo de esquerda	põe fim	0	v-fin n	Política e conflitos
Corrupção em Angola: Rafael Marques põe o dedo na ferida	põe o dedo	0	v-fin art n	Economia e negócios
Morte de soldado israelense põe trégua em xeque	põe trégua	0	v-fin n	Política e conflitos
Correa e Uribe põem fim à crise diplomática entre Colômbia e Equador	põem fim	0	v-fin n	Política e conflitos
Brasileiros que vivem em Honduras defendem novas eleições para pôr fim à crise política	pôr fim	0	v-inf n	Política e conflitos
Bush defende resolução para pôr fim a conflito no Oriente Médio	pôr fim	0	v-inf n	Política e conflitos
Hábito entre adolescentes de tirar e postar fotos sensuais na internet preocupa o MPF	postar fotos	0	v-inf n	Economia e negócios
Incêndio destrói posto de gasolina e carros no centro do Rio de Janeiro	posto de gasolina	0	v-pcp prp n	Saúde
Portugal: Ministra do Ambiente dispensa colaboradores de usar gravata para poupar no ar condicionado	poupar no ar	0	v-inf prp n	Política e conflitos
Comissão libera relatório sobre corrupção praticada em programa das Nações Unidas	praticada em programa	0	v-pcp prp n	Política e conflitos
Vídeo mostra violência praticada por simpatizantes de Saddam Hussein	praticada por simpatizantes	0	v-pcp prp n	Política e conflitos
Chávez vence referendo e afirma ser pré-candidato para 2012	pré-candidato para 2012	0	v-pcp prp num	Política e conflitos
Lula reafirma que sistema financeiro internacional precisa de regulação dos Estados	precisa de regulação	0	v-fin prp n	Economia e negócios
STJ define lista para preencher duas vagas	preencher duas	0	v-inf num	Política e conflitos
STJ define lista para preencher duas vagas	preencher duas vagas	0	v-inf num n	Política e conflitos
Maioria das vagas do Mais Médicos é preenchida por profissionais brasileiros	preenchida por profissionais	0	v-pcp prp n	Saúde
Para Irã, Brasil é interlocutor preferido no continente	preferido no continente	0	v-pcp prp n	Política e conflitos
Entrada da Venezuela no Mercosul não prejudica acordo do bloco com Israel, diz Shimon Peres	prejudica acordo	-2	v-fin n	Política e conflitos
Projeto de reforma política é retrocesso e prejudica democracia, diz presidente do TSE	prejudica democracia	-2	v-fin n	Política e conflitos
Realizar tarefas logo após acordar prejudica o desempenho	prejudica o desempenho	-2	v-fin art n	Saúde
Exame continua fora da tabela do SUS e prejudica pacientes com câncer	prejudica pacientes	-2	v-fin n	Saúde
G20 destinará US$ 1,1 trilhão a países pobres prejudicados pela crise financeira	prejudicados pela crise	-2	v-pcp prp n	Política e conflitos
Itália prende 47 pessoas suspeitas de envolvimento com a máfia da Camorra	prende 47 pessoas	-1	v-fin num n	Economia e negócios
Polícia prende americano acusado de espionar para Israel	prende americano	-1	v-fin n	Política e conflitos
Polícia Federal do Brasil prende assessores e ex-parlamentares acusados de formar quadrilha que agia na Câmara dos Deputados	prende assessores	-1	v-fin n	Política e conflitos
Polícia Federal faz operação e prende dez pessoas acusadas de pedofilia na internet	prende dez pessoas	-1	v-fin num n	Política e conflitos
Polícia brasileira prende quatro suspeitos de envolvimento no escândalo dos Correios	prende quatro suspeitos	1	v-fin num n	Política e conflitos
Reino Unido prende três homens acusados de envio ilegal de lixo para o Brasil	prende três homens	-1	v-fin num n	Economia e negócios
Chávez ordena tomada de portos e aeroportos e ameaça prender líderes opositores	prender líderes	-1	v-inf n	Política e conflitos
Violência em Guiné-Bissau preocupa comunidade internacional	preocupa comunidade	-1	v-fin n	Política e conflitos
Lula diz que crise imobiliária americana é única coisa que preocupa economia brasileira	preocupa economia	-1	v-fin n	Economia e negócios
Políticos americanos preocupados com ajuda de empresas para censura chinesa	preocupados com ajuda	-1	v-pcp prp n	Política e conflitos
Novo presidente pede para hondurenhos não se preocuparem com ameaças	preocuparem com ameaças	-2	v-fin prp n	Política e conflitos
PV prepara festa em São Paulo para filiação de Marina Silva	prepara festa	1	v-fin n	Política e conflitos
Partido governista brasileiro prepara ofensiva contra meios de comunicação	prepara ofensiva	-1	v-fin n	Política e conflitos
Governo Lula prepara pacote de medidas de impacto para arrefecer a crise, diz Jornal do Brasil	prepara pacote	0	v-fin n	Política e conflitos
Dilma Rousseff se prepara para sucessão de Lula	prepara para sucessão	1	v-fin prp n	Política e conflitos
Brasil está mais bem preparado para Copa que África do Sul, dizem observadores	preparado para copa	1	v-pcp prp n	Economia e negócios
Enviados dos EUA, Japão e das duas Coréias se preparam para negociações	preparam para negociações	1	v-fin prp n	Política e conflitos
Raúl Castro diz que cubanos devem se preparar para crise econômica global	preparar para crise	-1	v-inf prp n	Economia e negócios
Lula pede "serenidade e muita conversa" para preservar paz na América do Sul	preservar paz	2	v-inf n	Política e conflitos
Dirigente do Partido dos Trabalhadores é preso com mala cheia de dinheiro no aeroporto de São Paulo	preso com mala	0	v-pcp prp n	Política e conflitos
Brasileiro acusado de evasão de divisas é preso na República Checa	preso na república	-1	v-pcp prp n	Política e conflitos
Menina de nove anos está grávida de gêmeos do padrasto de 23 anos já preso no interior de Pernambuco	preso no interior	-1	v-pcp prp n	Saúde
Ex-Comandante-geral da PM de Mato Grosso é preso por grilagem de terras	preso por grilagem	-1	v-pcp prp n	Política e conflitos
Italiano preso sob acusação de abusar da filha de 8 anos é transferido para hospital	preso sob acusação	-2	v-pcp prp n	Saúde
EUA pressionam por apuração mais ágil no Zimbábue	pressionam por apuração	0	v-fin prp n	Política e conflitos
Partido dos Trabalhadores pressionou TV Record para afastar jornalista brasileiro Boris Casoy	pressionou tv	-1	v-fin n	Política e conflitos
No Brasil, irmão do prefeito assassinado do PT presta depoimento para a CPI dos Bingos	presta depoimento	0	v-fin n	Política e conflitos
Manmohan Singh presta juramento para novo governo na Índia	presta juramento	1	v-fin n	Política e conflitos
Moçambique prevê queda de produção de caju	prevê queda	-1	v-fin n	Economia e negócios
Governo brasileiro promete tomar medidas para prevenir a corrupção	prevenir a corrupção	2	v-inf art n	Política e conflitos
EUA aprovam uso de remédio que previne infecção pelo vírus HIV	previne infecção	2	v-fin n	Saúde
Óleo de girassol previne infecção em recém-nascidos	previne infecção	2	v-fin n	Saúde
Edital do trem-bala deve sair até semana que vem e leilão está previsto para novembro	previsto para novembro	0	v-pcp prp n	Economia e negócios
Nepal proclama a república	proclama a república	0	v-fin art n	Política e conflitos
Petrobras e Galp acertam parceria para produzir óleo vegetal	produzir óleo	0	v-inf n	Economia e negócios
Congresso critica programa secreto da CIA	programa secreto	0	v-fin n	Política e conflitos
Projeto de Lei proíbe a cobrança do ponto extra de TV por assinatura	proíbe a cobrança	2	v-fin art n	Política e conflitos
Liminar da Justiça no Brasil proíbe apresentador e a emissora de TV fazer denúncias ao governador de Mato Grosso	proíbe apresentador	-1	v-fin n	Economia e negócios
Ministério da Saúde da Venezuela proíbe comércio da "Cola-Cola Zero"	proíbe comércio	-1	v-fin n	Economia e negócios
Em represália, Irão proíbe inspecções das Nações Unidas	proíbe inspecções	-1	v-fin n	Política e conflitos
Governo de Zapatero proíbe manifestação da Associação Vítimas do Terrorismo em frente o Congresso	proíbe manifestação	-1	v-fin n	Política e conflitos
Lula sanciona lei que proíbe o comércio de bebidas nas estradas rurais	proíbe o comércio	-1	v-fin art n	Saúde
Micheletti proíbe pouso de avião de Zelaya em Honduras	proíbe pouso	-1	v-fin n	Política e conflitos
Evo Morales proíbe presença de aviões estadunidenses na Bolívia	proíbe presença	-1	v-fin n	Política e conflitos
TRE proíbe propaganda do PT por criticar ex-prefeito José Serra	proíbe propaganda	-1	v-fin n	Política e conflitos
Anvisa proíbe uso de 14 sustâncias à base de canabinóide sintético	proíbe uso	-1	v-fin n	Saúde
Justiça dos Países Baixos proíbe venda de maconha para turistas estrangeiros	proíbe venda	-1	v-fin n	Política e conflitos
Marcha da Maconha está proibida na maioria das capitais do Brasil	proibida na maioria	0	v-pcp prp n	Política e conflitos
Líder tucano pede ao CNJ investigação sobre desembargador que proibiu publicação de gravações da família Sarney	proibiu publicação	-1	v-fin n	Política e conflitos
Lula promete 5 milhões de empregos até o final de 2006	promete 5 milhões	1	v-fin num n	Política e conflitos
Afeganistão: Comandante da Nato promete investigação a ataque aéreo	promete investigação	1	v-fin n	Política e conflitos
Lula fala aos brasileiros e promete punição para corruptos	promete punição	1	v-fin n	Política e conflitos
Lula promete reforma política, caso seja reeleito	promete reforma	1	v-fin n	Política e conflitos
Argentina, Brasil e Venezuela prometem ajuda à Bolívia	prometem ajuda	1	v-fin n	Política e conflitos
Após fracasso em negociações, partidários de Zelaya prometem resistência em Honduras	prometem resistência	-1	v-fin n	Política e conflitos
Publicitária promove ação nas redes sociais para aquisição de bebedouros para Hospital Municipal São Luiz Gonzaga	promove ação	1	v-fin n	Saúde
Partido dos Trabalhadores promove campanha para reformar Constituição Brasileira	promove campanha	1	v-fin n	Política e conflitos
Brasília promove feira para inclusão de pessoas com deficiência	promove feira	1	v-fin n	Saúde
Raúl Castro promove investimentos estrangeiros em recursos minerais	promove investimentos	1	v-fin n	Economia e negócios
MST promove mobilizações e ocupações pelo Brasil	promove mobilizações	0	v-fin n	Política e conflitos
Zapatero promove reforma ministerial	promove reforma	1	v-fin n	Política e conflitos
Ministro da Justiça diz que financiar movimentos que promovem invasões de terras no Brasil ?é ilegal e crime?	promovem invasões	-1	v-fin n	Política e conflitos
Tropas francesas promovem resgate dramático na Costa do Marfim	promovem resgate	1	v-fin n	Política e conflitos
Greenpeace recolhe assinaturas para proteger a Amazônia e promover energia renovável	promover energia	1	v-inf n	Política e conflitos
Espanhóis saem às ruas em protesto contra reforma trabalhista promovida pelo governo	promovida pelo governo	0	v-pcp prp n	Economia e negócios
PSD propõe alteração da lei de bases do Ambiente	propõe alteração	0	v-fin n	Política e conflitos
Comissão Europeia propõe aos membros da UE unificarem legislação sobre refugiados	propõe aos membros	0	v-fin prp n	Política e conflitos
Al Qaeda propõe ataque aos EUA com armas de destruição em massa	propõe ataque	-2	v-fin n	Política e conflitos
Partido dos Trabalhadores propõe CPI para investigar compra de votos neste governo e nos governos anteriores	propõe cpi	0	v-fin n	Política e conflitos
Administração Obama propõe criação de agência do clima	propõe criação	0	v-fin n	Política e conflitos
Uribe propõe diálogo com as FARC para intercâmbio humanitário	propõe diálogo	2	v-fin n	Política e conflitos
Presidente palestino propõe governo de coalizão com o Hamas	propõe governo	0	v-fin n	Política e conflitos
Deputado propõe medidas para redução de custos	propõe medidas	1	v-fin n	Economia e negócios
Hillary Clinton propõe presidente da Costa Rica como mediador em Honduras	propõe presidente	1	v-fin n	Política e conflitos
No Brasil, senador propõe requerimento para que Ministro da Fazenda explique suposta compra de votos de deputados	propõe requerimento	0	v-fin n	Política e conflitos
Colômbia propõe troca de guerrilheiros presos por Betancourt	propõe troca	0	v-fin n	Política e conflitos
Bush propõe um pacote de crescimento de 150 bilhões de dólares	propõe um pacote	0	v-fin art n	Economia e negócios
Brasil vai propor o uso de mais moedas locais no comércio entre os países do Mercosul	propor o uso	0	v-inf art n	Economia e negócios
Sanofi-Aventis faz proposta para aquisição da Medley	proposta para aquisição	1	v-pcp prp n	Economia e negócios
CPI dos Grampos prorroga o prazo por 60 dias depois da denúncia da revista Veja	prorroga o prazo	0	v-fin art n	Política e conflitos
OAB prorroga prazo para adaptação de sociedades de advogados	prorroga prazo	0	v-fin n	Economia e negócios
Escolas particulares do Rio de Janeiro prorrogam férias, mas presidente do sindicato é contra	prorrogam férias	0	v-fin n	Saúde
Governos estaduais do Brasil decidem se prorrogam férias escolares	prorrogam férias	0	v-fin n	Saúde
Prosseguem combates no Paquistão	prosseguem combates	-2	v-fin n	Política e conflitos
Estudo da UE: proteger a Natureza é altamente rentável	proteger a natureza	2	v-inf art n	Economia e negócios
Submarino nuclear para proteger petróleo no Brasil	proteger petróleo	0	v-inf n	Política e conflitos
Parceria na área de defesa vai ajudar a proteger riquezas brasileiras, diz Lula	proteger riquezas	2	v-inf n	Economia e negócios
Dantas depõe novamente na CPI dos grampos protegido por habeas corpus	protegido por habeas	0	v-pcp prp n	Política e conflitos
Estudantes do Cefet-MG protestam contra demissão de professores substitutos	protestam contra demissão	-1	v-fin prp n	Política e conflitos
Supremo adia decisão sobre monopólio dos Correios nos serviços postais; Empresas privadas e manifestantes protestam contra monopólio dos Correios nos serviços de encomendas expressas	protestam contra monopólio	-1	v-fin prp n	Economia e negócios
Alemães protestam contra plano nuclear alemão	protestam contra plano	-1	v-fin prp n	Política e conflitos
Centenas de médicos venezuelanos protestam contra vinda de médicos cubanos	protestam contra vinda	-1	v-fin prp n	Saúde
1,5 mil protestam em frente ao Congesso por melhores condições de trabalho	protestam em frente	-1	v-fin prp n	Política e conflitos
Chineses protestam em frente a embaixada japonesa em Pequim	protestam em frente	-1	v-fin prp n	Política e conflitos
Rio de Janeiro: Garis em greve protestam em frente à prefeitura	protestam em frente	-1	v-fin prp n	Política e conflitos
Estudantes protestam no Senado exigindo renúncia de Sarney	protestam no senado	-1	v-fin prp n	Política e conflitos
Pouca coisa foi provada sobre corrupção, disse Lula	provada sobre corrupção	-1	v-pcp prp n	Política e conflitos
Terrorista suicida provoca a morte de 24 crianças no Iraque	provoca a morte	-3	v-fin art n	Política e conflitos
Vazamento de tubulação da CSN provoca derramamento de óleo no Rio Paraíba do Sul	provoca derramamento	-2	v-fin n	Economia e negócios
Ana Gomes e Elisa Ferreira mantêm candidaturas na Câmara, recebe apoio de Sócrates e Sampaio e provoca divergências dentro do PS	provoca divergências	-2	v-fin n	Política e conflitos
Toma posse novo governo na Grécia; futuro do país sob governo da Esquerda Radical SYRIZA provoca especulações no mundo	provoca especulações	-1	v-fin n	Economia e negócios
Queda provoca fratura no pulso do Papa Bento XVI	provoca fratura	-2	v-fin n	Saúde
Exoneração de assessores de Lina provoca pedido de demissão em massa no comando da Receita	provoca pedido	0	v-fin n	Política e conflitos
Entrevista de Jarbas Vasconcelos à revista Veja ainda provoca polêmica	provoca polêmica	-1	v-fin n	Política e conflitos
Para Jobim, punir militares acusados de tortura no Regime Militar é "revanchismo"; Declaração provoca polêmica aos integrantes do STJ e OAB	provoca polêmica	-1	v-fin n	Política e conflitos
México já registra 124 mortes provocadas por gripe suína	provocadas por gripe	-2	v-pcp prp n	Saúde
Mortes provocadas por gripe suína chegam a 85 em todo o mundo	provocadas por gripe	-2	v-pcp prp n	Saúde
Colômbia é capaz de provocar guerra para justificar intervenção armada dos EUA, diz Chávez	provocar guerra	-2	v-inf n	Política e conflitos
Partido Comunista do Brasil publica carta que homenageia Marulanda	publica carta	0	v-fin n	Política e conflitos
Diário Oficial publica decreto que reintroduz pagamento de diárias para ministros	publica decreto	0	v-fin n	Política e conflitos
Jornal El Pais, da Espanha, publica fotos do Primeiro-Ministro da Itália	publica fotos	0	v-fin n	Política e conflitos
The Times publica notas sobre suborno de militantes do Talibam para não atacarem o exército italiano	publica notas	0	v-fin n	Política e conflitos
Diário Oficial publica resolução que suspende importação e venda de próteses holandesas no Brasil	publica resolução	0	v-fin n	Saúde
Jornal O Estado de S. Paulo publica trechos de conversa de familiares de José Sarney	publica trechos	0	v-fin n	Política e conflitos
Publicada reclassificação do canabidiol como substância de controle especial	publicada reclassificação	0	v-pcp n	Saúde
Relatório diz que Senado teve 663 atos secretos não publicados em 15 anos	publicados em 15	0	v-pcp prp num	Política e conflitos
FARC publicam discurso de deputado brasileiro	publicam discurso	0	v-fin n	Política e conflitos
Conselho pune psicóloga que oferecia terapia para curar homossexualismo	pune psicóloga	-1	v-fin n	Saúde
Para Jobim, punir militares acusados de tortura no Regime Militar é "revanchismo"; Declaração provoca polêmica aos integrantes do STJ e OAB	punir militares	-1	v-inf n	Política e conflitos
Setor bancário puxa bolsas européias para baixo nesta sexta.	puxa bolsas	0	v-fin n	Economia e negócios
Colômbia qualifica de involuntária incursão da Força Aérea no Equador	qualifica de involuntária	0	v-fin prp n	Política e conflitos
Justiça quebra sigilo de Protógenes Queiroz, diz o jornal ?O Estado de S. Paulo?	quebra sigilo	-1	v-fin n	Política e conflitos
Lula diz que "deus mercado" quebrou por falta de controle	quebrou por falta	0	v-fin prp n	Economia e negócios
Cavaco Silva quer a língua portuguesa entre as oficiais da ONU	quer a língua	0	v-fin art n	Política e conflitos
STF anula dez depoimentos de 10 acusados no ?Escândalo do Mensalão?; Marcos Valério quer acordo com a Justiça, diz Procuradoria da República	quer acordo	0	v-fin n	Política e conflitos
Presidente dos EUA quer ajuda de mil milhão de dólares para combater malária na África	quer ajuda	1	v-fin n	Política e conflitos
Ministério da Cultura quer emendas de parlamentares para aumentar orçamento	quer emendas	0	v-fin n	Economia e negócios
Oposição quer espaço para reafirmar independência do Congresso brasileiro	quer espaço	1	v-fin n	Política e conflitos
Ministro colombiano quer explicações de sindicalistas sobre apoio a guerrilheiros	quer explicações	0	v-fin n	Política e conflitos
Concordata da matriz não afetou GM no Brasil, afirma presidente; Sindicato quer garantia de que não haverá demissões na GM	quer garantia	1	v-fin n	Economia e negócios
Partido Nacional da Nova Zelândia só quer imigrantes que aceitam os "valores fundamentais"	quer imigrantes	0	v-fin n	Política e conflitos
Oposição não quer impeachment de Lula porque teme que Vice-Presidente do Brasil vença as eleições, disse Roberto Jefferson	quer impeachment	-1	v-fin n	Política e conflitos
OMS quer melhoria no ambiente alimentar para combate à obesidade	quer melhoria	1	v-fin n	Saúde
ONU quer parceria com o Brasil para melhorar tratamento de usuários de drogas	quer parceria	1	v-fin n	Saúde
Arthur Virgílio diz que quer punição para autores da Lista de Furnas	quer punição	-1	v-fin n	Política e conflitos
Senegal quer tecnologia brasileira para o futebol	quer tecnologia	1	v-fin n	Economia e negócios
Microsoft quer uma resposta rápida do Yahoo	quer uma resposta	1	v-fin art n	Economia e negócios
Cúpula Ibero-Americana quer volta de Zelaya para retomada da normalidade em Honduras	quer volta	0	v-fin n	Política e conflitos
Piqueteros argentinos querem alistar-se no exército de Hugo Chávez	querem alistar-se	0	v-fin n	Política e conflitos
Comunistas do PCdoB não querem CPI dos Correios	querem cpi	0	v-fin n	Política e conflitos
ONG diz que sete em cada dez usuários do Bolsa Família não querem o benefício para sempre	querem o benefício	1	v-fin art n	Política e conflitos
Produtores querem reconhecimento internacional da cachaça como bebida típica do Brasil	querem reconhecimento	1	v-fin n	Economia e negócios
Governo colombiano questiona corrida armamentista venezuelana	questiona corrida	-1	v-fin n	Política e conflitos
Depois que Bush deixa a Rússia, jornalista de agência russa questiona intelecto do presidente	questiona intelecto	-1	v-fin n	Política e conflitos
Associação de defesa dos consumidores questiona limitação de download do 4G	questiona limitação	-1	v-fin n	Política e conflitos
Bispo inglês que questionou a existência do Holocausto chega no Reino Unido	questionou a existência	-1	v-fin art n	Política e conflitos
Bispo inglês que questionou a existência do Holocausto divulga nota em que perde o perdão às vítimas e à Igreja Católica	questionou a existência	-1	v-fin art n	Política e conflitos
Votação no Conselho de Ética do Senado racha bancada petista	racha bancada	0	v-fin n	Política e conflitos
Chefe do Hizbollah disse para Al Jazira que políticos libaneses sabiam sobre plano para raptar soldados israelenses	raptar soldados	-2	v-inf n	Política e conflitos
Câmara dos EUA reabre questão sobre armas de destruição em massa no Iraque	reabre questão	0	v-fin n	Política e conflitos
Mantega reafirma aquecimento da economia	reafirma aquecimento	0	v-fin n	Política e conflitos
Bancada do PT reafirma decisão favorável à saída de Sarney da presidência do Senado	reafirma decisão	0	v-fin n	Política e conflitos
Lula reafirma satisfação com libertação de Ingrid Betancourt	reafirma satisfação	0	v-fin n	Política e conflitos
Oposição quer espaço para reafirmar independência do Congresso brasileiro	reafirmar independência	1	v-inf n	Política e conflitos
Renan Calheiros reage a ataques de líder do PSDB e diz que caso do parlamentar é de "psiquiatria"	reage a ataques	1	v-fin art n	Política e conflitos
Senadores reagem a três novas denúncias contra Sarney	reagem a três	0	v-fin prp num	Economia e negócios
Governo reajusta remuneração de profissionais do Mais Médicos	reajusta remuneração	1	v-fin n	Saúde
Governo reajusta salário mínimo para R$ 678 a partir de janeiro	reajusta salário	1	v-fin n	Política e conflitos
Salário mínimo é reajustado para R$ 380 no Brasil	reajustado para r$	0	v-pcp prp n	Economia e negócios
Irã realiza eleições parlamentares	realiza eleições	1	v-fin n	Política e conflitos
Evo Morales realiza greve de fome	realiza greve	-1	v-fin n	Política e conflitos
Lula realiza visita oficial à Colômbia	realiza visita	1	v-fin n	Política e conflitos
IBOPE divulga pesquisa realizada entre 22 e 24 de Julho para as Eleições Presidenciais do Brasil de 2006	realizada entre 22	0	v-pcp prp num	Política e conflitos
IBOPE divulga pesquisa realizada entre 25 e 26 de Setembro para as Eleições Presidenciais do Brasil de 2006	realizada entre 25	0	v-pcp prp num	Política e conflitos
Divulgada pesquisa CNI/IBOPE realizada entre 29 e 31 de Julho referente à eleição presidencial brasileira de 2006	realizada entre 29	0	v-pcp prp num	Política e conflitos
IBOPE divulga pesquisa realizada entre 29 e 30 de Setembro para as Eleições Presidenciais do Brasil de 2006	realizada entre 29	0	v-pcp prp num	Política e conflitos
Ministros da Saúde e Meio Ambiente criticam arcebispo por excomungar médicos que realizaram aborto na menina de nove anos	realizaram aborto	-2	v-fin n	Saúde
Chanceler das FARC realizou palestras em universidade brasileira	realizou palestras	1	v-fin n	Política e conflitos
Cristina Kirchner reaparece em público um mês após problemas de saúde	reaparece em público	1	v-fin prp n	Economia e negócios
Rússia se rearma em resposta à expansão da OTAN, diz Medvedev	rearma em resposta	-2	v-fin prp n	Política e conflitos
Roberto Jefferson entra na Justiça para reaver mandato	reaver mandato	0	v-inf n	Política e conflitos
Agência rebaixa nota de risco de sete bancos europeus e americanos	rebaixa nota	0	v-fin n	Economia e negócios
Arthur Virgílio rebate críticas de Lula sobre CPI da Petrobras	rebate críticas	1	v-fin n	Política e conflitos
Bush rebate críticas dos Democratas sobre o Iraque	rebate críticas	1	v-fin n	Política e conflitos
Serra rebate críticas de Mantega sobre regime tributário	rebate críticas	1	v-fin n	Economia e negócios
Raul Domingos recandidata-se à Presidência de Moçambique	recandidata-se à presidência	1	v-fin prp n	Política e conflitos
Partido PFL exige que Roberto Jefferson receba proteção da polícia brasileira	receba proteção	1	v-fin n	Política e conflitos
Paulo Bernardo faz apelo para que população receba recenseadores	receba recenseadores	0	v-fin n	Economia e negócios
Jobim defende que caixas dos partidos recebam doações para candidatos	recebam doações	0	v-fin n	Política e conflitos
Dilma Rousseff recebe a visita de Michelle Bachelet	recebe a visita	1	v-fin art n	Saúde
Jornalista cubano recebe alimentação via intravenosa	recebe alimentação	1	v-fin n	Política e conflitos
Alencar recebe alta da UTI, mas permanece internado em São Paulo	recebe alta	2	v-fin n	Saúde
José Alencar recebe alta e sai do hospital em São Paulo	recebe alta	2	v-fin n	Saúde
Presidente da França, Nicolas Sarkozy, recebe alta do hospital militar	recebe alta	2	v-fin n	Saúde
Ana Gomes e Elisa Ferreira mantêm candidaturas na Câmara, recebe apoio de Sócrates e Sampaio e provoca divergências dentro do PS	recebe apoio	1	v-fin n	Política e conflitos
Bush recebe Bento XVI nos Estados Unidos	recebe bento	0	v-fin n	Política e conflitos
Ex-líder chadiano recebe condenação à morte	recebe condenação	-2	v-fin n	Política e conflitos
IBGE mostra que é desocupada maioria que recebe dinheiro de programa social do governo	recebe dinheiro	0	v-fin n	Política e conflitos
Saneamento recebe investimentos crescentes, mas maioria da população não tem esgoto tratado	recebe investimentos	1	v-fin n	Economia e negócios
Lula recebe jogadores do Corinthians	recebe jogadores	1	v-fin n	Política e conflitos
Governo recebe levantamento sobre situação das cidades-sedes para Copa de 2014	recebe levantamento	1	v-fin n	Economia e negócios
Lula se reúne com Sarkozy e recebe prêmio da Unesco	recebe prêmio	2	v-fin n	Política e conflitos
Lula recebe primeiro-ministro britânico	recebe primeiro-ministro	1	v-fin n	Economia e negócios
Sarney recebe relatório preliminar sobre cancelamento de atos secretos	recebe relatório	1	v-fin n	Economia e negócios
Bombeiros do Rio de Janeiro fazem manifestação e recebem apoio na luta por reajuste salarial	recebem apoio	2	v-fin n	Política e conflitos
Escolas do Distrito Federal recebem kits de higiene contra gripe suína	recebem kits	1	v-fin n	Economia e negócios
Dança de transformista faz deputado receber advertência	receber advertência	-1	v-inf n	Política e conflitos
José Alencar volta para o hospital Sírio-Libanês um dia depois de receber alta	receber alta	2	v-inf n	Saúde
Expectativa era receber entre R$ 20 a R$ 24 milhões da Portugal Telecom, diz secretário	receber entre r$	0	v-inf prp n	Política e conflitos
Campo Grande é o primeiro município brasileiro a receber financiamento do BID para o Procidades	receber financiamento	1	v-inf n	Economia e negócios
Fotos mostram Piedad Córdoba a receber flores das FARC	receber flores	1	v-inf n	Política e conflitos
Lula defende reforma na ONU e no FMI depois de receber prêmio em Londres	receber prêmio	2	v-inf n	Economia e negócios
Professores do Paraná começam a receber treinamento sobre prevenção da Gripe Suína A H1N1	receber treinamento	0	v-inf n	Saúde
Brasil receberá 18 milhões de doses de vacina contra a gripe A até janeiro	receberá 18 milhões	1	v-fin num n	Saúde
Islândia receberá empréstimo do FMI	receberá empréstimo	1	v-fin n	Economia e negócios
Citado por procurador, Genoíno receberá indenização de R$ 100 mil	receberá indenização	1	v-fin n	Política e conflitos
