NewsHeadline	Phrase	SOHuman	Pattern	NewsCategory
Ex-secretário acusa Ministro da Fazenda e outros políticos brasileiros	políticos brasileiros	0	n, adj	
Movimento pela libertação de líder das FARC é apoiado por vários políticos brasileiros	políticos brasileiros	0	n, adj	
Políticos brasileiros criticam atitude de Lula em relação à crise com a Bolívia	políticos brasileiros	0	n, adj	
Polícia prende suspeito de fazer ameaças de morte aos políticos franceses, incluindo o presidente da França	políticos franceses	0	n, adj	
Senado dos EUA acusa políticos russos de participação no escândalo ONU-Saddam	políticos russos	0	n, adj	
Poluição atmosférica e asma podem aumentar risco de suícidio	poluição atmosférica	-2	n, adj	
Valoração do novo Relógio de Ponto Eletrônico no Brasil	ponto eletrônico	0	n, adj	
Projeto de Lei proíbe a cobrança do ponto extra de TV por assinatura	ponto extra	1	n, adj	
Avaliação positiva do governo Lula cai 13 pontos percentuais	pontos percentuais	0	n, adj	
População iraniana comparece em peso para eleição	população iraniana	0	n, adj	
ONU lança relatório sobre situação da população mundial	população mundial	0	n, adj	
ONU lança relatório sobre situação da população mundial	população mundial	0	n, adj	
Senador Eduardo Suplicy defende sua posição favorável à CPI dos Correios no Brasil	posição favorável	2	n, adj	
Pais com posições contrárias à guerra acampam perto do rancho de Bush	posições contrárias	-1	n, adj	
Posto policial na Argéria é bombardeado	posto policial	0	n, adj	
Lula se diz traído e pede desculpas ao povo brasileiro	povo brasileiro	0	n, adj	
Partido dos Trabalhadores pede desculpas ao povo brasileiro	povo brasileiro	0	n, adj	
Lula diz que decisão da OEA é "vitória do povo latino-americano"	povo latino-americano	0	n, adj	
ACNUR adverte sobre o risco de desaparecimento de alguns povos indígenas na Colômbia	povos indígenas	0	n, adj	
Os pré-candidatos liberais à presidência da colombiana terão que de jurar que se opõem a Uribe	pré-candidatos liberais	0	n, adj	
Preços gerais da economia brasileira fecham o ano com alta de 11,30%	preços gerais	0	n, adj	
Prefeito conservador de Varsóvia ganha eleição presidencial na Polônia	prefeito conservador	0	n, adj	
Jerusalém elege prefeito laico	prefeito laico	0	n, adj	
Veja a lista dos prefeitos eleitos nas capitais	prefeitos eleitos	0	n, adj	
PF descobre quadrilha que desviava dinheiro de prefeituras brasileiras	prefeituras brasileiras	0	n, adj	
Lula garante recursos às prefeituras maranhenses atingidas pelas chuvas, desde que apresentem projetos	prefeituras maranhenses	0	n, adj	
Países do sul da África assinam acordo de preferências comerciais com Mercosul	preferências comerciais	1	n, adj	
Países do sul da África assinam acordo de preferências comerciais com Mercosul	preferências comerciais	1	n, adj	
Ministra diz que greves na França custam até 400 milhões de euros por dia e fala em prejuízo moral	prejuízo moral	-2	n, adj	
Ministra diz que greves na França custam até 400 milhões de euros por dia e fala em prejuízo moral	prejuízo moral	-2	n, adj	
Premiê chinês aponta sinais de recuperação na economia do país	premiê chinês	0	n, adj	
Portugal pretende reforçar presença militar no Afeganistão	presença militar	-1	n, adj	
Pervez Musharraf renuncia à presidência paquistanesa	presidência paquistanesa	0	n, adj	
Paraguai sai frustrado da presidência temporária do Mercosul	presidência temporária	0	n, adj	
Paraguai sai frustrado da presidência temporária do Mercosul	presidência temporária	0	n, adj	
Presidente brasileiro suspende Cartilha do Politicamente Correto	presidente brasileiro	0	n, adj	
Supremo Tribunal Federal rejeita ação popular que acusa presidente brasileiro de omissão	presidente brasileiro	0	n, adj	
Lula almoça com presidente chinês e conversa sobre comércio exterior	presidente chinês	0	n, adj	
Lula almoça com presidente chinês e conversa sobre comércio exterior	presidente chinês	0	n, adj	
Presidente chinês abandona reunião do G8 por conta das manifestações em Xinjiang	presidente chinês	0	n, adj	
Aldo Rebelo torna-se primeiro presidente comunista do Brasil	presidente comunista	0	n, adj	
Iraque elege presidente curdo	presidente curdo	0	n, adj	
China critica encontro de presidente francês com o Dalai Lama	presidente francês	0	n, adj	
O presidente francês Jacques Chirac está hospitalizado	presidente francês	0	n, adj	
O antigo presidente indonésio Suharto, está em estado grave	presidente indonésio	0	n, adj	
Assume o presidente interino do Paquistão	presidente interino	0	n, adj	
Presidente interino do Egito assume o poder	presidente interino	0	n, adj	
Presidente iraniano diz que Israel deveria ser movido para a Europa	presidente iraniano	0	n, adj	
Presidente iraniano nega novamente o Holocausto	presidente iraniano	0	n, adj	
Corpos jogados em rio no Iraque são de seqüestrados, diz presidente iraquiano	presidente iraquiano	0	n, adj	
Candidato derrotado López Obrador toma posse como "Presidente legítimo" do México	presidente legítimo	0	n, adj	
Zelaya encontra-se com presidente mexicano para discutir crise em Honduras	presidente mexicano	0	n, adj	
Presidente nacional do PSDB diz que o partido vai vencer as eleições presidenciais de 2010 "com Aécio ou Serra"	presidente nacional	0	n, adj	
Presidente palestino propõe governo de coalizão com o Hamas	presidente palestino	0	n, adj	
Presidente sérvio dissolve Parlamento e convoca eleições	presidente sérvio	0	n, adj	
Senado da Colômbia quer investigar presidentes estrangeiros que apóiam as FARC	presidentes estrangeiros	0	n, adj	
Gripe A chega a presídios paulistas	presídios paulistas	-1	n, adj	
Presos neonazistas que planejavam matar Obama	presos neonazistas	-1	n, adj	
Brasil e México defendem pressão internacional pela volta de Zelaya a Honduras	pressão internacional	-2	n, adj	
Prévias americanas de hoje podem ser decisivas	prévias americanas	0	n, adj	
Prévias democrata em Kentucky e Oregon	prévias democrata	1	n, adj	
John Mc Cain vence as prévias republicanas na Carolina do Sul	prévias republicanas	0	n, adj	
Primeiro-ministro belga deixa o governo sem conseguir debelar crise	primeiro-ministro belga	0	n, adj	
Lula recebe primeiro-ministro britânico	primeiro-ministro britânico	0	n, adj	
Lula recebe primeiro-ministro britânico	primeiro-ministro britânico	0	n, adj	
Primeiro-ministro espanhol chega a Brasília para reunião com Lula	primeiro-ministro espanhol	0	n, adj	
Primeiro-ministro russo insiste que eleições foram honestas e critica oposição	primeiro-ministro russo	0	n, adj	
Tribunal Penal Internacional emite ordem de prisão internacional contra o presidente do Sudão	prisão internacional	-1	n, adj	
Dois políticos são condenados a prisão perpétua por genocídio em Ruanda	prisão perpétua	-2	n, adj	
Videla é condenado à prisão perpétua na Argentina	prisão perpétua	-2	n, adj	
Libertação de Samir Kuntar e de outros prisioneiros árabes motivou Hizbollah a seqüestrar soldados	prisioneiros árabes	-2	n, adj	
Hezbollah entrega restos mortais de soldados israelenses em troca de prisioneiros libaneses	prisioneiros libaneses	-2	n, adj	
Suplicy descarta deixar o PT e promete lutar para corrigir “procedimentos inadequados”	procedimentos inadequados	-2	n, adj	
Após segundo turno, Lula diz que processo democrático no país saiu fortalecido	processo democrático	2	n, adj	
Dlhakama critica processo eleitoral em Moçambique	processo eleitoral	0	n, adj	
Estados Unidos não vão reconhecer processo eleitoral em Honduras	processo eleitoral	0	n, adj	
Produção agrícola fecha 2007 com resultado recorde e aumento de 13,7% sobre 2006	produção agrícola	0	n, adj	
Petrobras atinge recorde de produção diária	produção diária	0	n, adj	
Produção industrial apresenta queda recorde na Zona do Euro	produção industrial	0	n, adj	
Ban Ki-Moon diz que produção mundial de alimentos precisa crescer 50% até 2030	produção mundial	0	n, adj	
Produção mundial de alimentos precisa aumentar 70% até 2050, alerta ONU	produção mundial	0	n, adj	
Ban Ki-Moon diz que produção mundial de alimentos precisa crescer 50% até 2030	produção mundial	0	n, adj	
Produção mundial de alimentos precisa aumentar 70% até 2050, alerta ONU	produção mundial	0	n, adj	
Cristina Kirchner faz apelo a produtores rurais para que liberem estradas	produtores rurais	0	n, adj	
Produtores rurais argentinos retomam manifestações	produtores rurais	0	n, adj	
Cristina Kirchner faz apelo a produtores rurais para que liberem estradas	produtores rurais	0	n, adj	
Produtores rurais argentinos retomam manifestações	produtores rurais	0	n, adj	
Desapropriações e intervenções causam temores entre produtores venezuelanos	produtores venezuelanos	0	n, adj	
Desapropriações e intervenções causam temores entre produtores venezuelanos	produtores venezuelanos	0	n, adj	
Estudantes do Cefet-MG protestam contra demissão de professores substitutos	professores substitutos	0	n, adj	
Maioria das vagas do Mais Médicos é preenchida por profissionais brasileiros	profissionais brasileiros	0	n, adj	
Ministros falam sobre preparativos para a Copa 2014 em programa especial de rádio	programa especial	0	n, adj	
Hillary Clinton “avisa” Irão sobre programa nuclear	programa nuclear	-1	n, adj	
Irão desafia UE e retoma programa nuclear	programa nuclear	-1	n, adj	
Irão reinicia programa nuclear	programa nuclear	-1	n, adj	
Lula assina o reajuste de 10% do programa social do governo Bolsa Família e nova lei de adoção	programa social	1	n, adj	
IBGE mostra que é desocupada maioria que recebe dinheiro de programa social do governo	programa social	1	n, adj	
Lula assina o reajuste de 10% do programa social do governo Bolsa Família e nova lei de adoção	programa social	1	n, adj	
Espanha anuncia que perdoará dívida da Bolívia em troca da implantação de programas educativos	programas educativos	1	n, adj	
Lula defende necessidade de transformar programas sociais em lei	programas sociais	1	n, adj	
Ateliê português projeta futura capital da Guiné Equatorial	projeta futura	0	n, adj	
Promotoria colombiana conclui que denúncia sobre complô contra Chávez é falsa	promotoria colombiana	0	n, adj	
Propaganda eleitoral suja Boa Vista	propaganda eleitoral	0	n, adj	
Tribunal condena Lula por propaganda eleitoral antecipada	propaganda eleitoral	0	n, adj	
Senador brasileiro chama campanha contra desarmamento de "propaganda enganosa"	propaganda enganosa	-2	n, adj	
Fortalecimento do G20 como instância decisória é única proposta concreta que sai de reunião	proposta concreta	1	n, adj	
Fortalecimento do G20 como instância decisória é única proposta concreta que sai de reunião	proposta concreta	1	n, adj	
Indígenas de vários países se reúnem na Rio+20 para apresentar propostas estratégicas	propostas estratégicas	1	n, adj	
Diário Oficial publica resolução que suspende importação e venda de próteses holandesas no Brasil	próteses holandesas	0	n, adj	
Ao menos um morto em Honduras durante um protesto político	protesto político	-1	n, adj	
Ao menos um morto em Honduras durante um protesto político	protesto político	-1	n, adj	
PSOL protocola quinta representação contra Sarney no Conselho de Ética no Senado	protocola quinta	0	n, adj	
Jornal colombiano publica conteúdo dos computadores das FARC	publica conteúdo	0	n, adj	
Publicado decreto que regulamenta a Lei de Acesso à Informação no Brasil	publicado decreto	0	n, adj	
Cancelado projeto de puxadinho escolar	puxadinho escolar	0	n, adj	
Vice-presidente brasileiro tem quadro estável após cirurgia	quadro estável	2	n, adj	
Vice-presidente brasileiro tem quadro estável após cirurgia	quadro estável	2	n, adj	
Michael Jackson morreu de uma quantidade letal de propofila	quantidade letal	-2	n, adj	
Ex-Ministro da Fazenda do Governo Lula será julgado nesta semana sobre a quebra ilegal do sigilo do caseiro	quebra ilegal	-2	n, adj	
Ex-Ministro da Fazenda do Governo Lula será julgado nesta semana sobre a quebra ilegal do sigilo do caseiro	quebra ilegal	-2	n, adj	
Emprego na indústria brasileira tem a oitava queda consecutiva em maio	queda consecutiva	-1	n, adj	
Emprego na indústria tem a oitava queda consecutiva em maio	queda consecutiva	-1	n, adj	
Emprego na indústria brasileira tem a oitava queda consecutiva em maio	queda consecutiva	-1	n, adj	
Produção industrial apresenta queda recorde na Zona do Euro	queda recorde	-2	n, adj	
Bolívia e Chile retomam hoje negociações para encerrar impasse sobre questão marítima	questão marítima	0	n, adj	
Tarso considera "questões menores" acusação contra Dilma e eventual candidatura de Marina	questões menores	-1	n, adj	
Confirmação de quinta morte por gripe suína no país sai até o final da manhã	quinta morte	-3	n, adj	
Confrontos entre radicais islâmicos e polícia matam 39 na Nigéria	radicais islâmicos	-3	n, adj	
Criança que contraiu raiva humana morre em Brasília	raiva humana	-3	n, adj	
Grupo Abril pretende sair do ramo televisivo	ramo televisivo	0	n, adj	
Gangue armada rapta magnata da navegação, o grego Pericles Panagopoulos, em Atenas	rapta magnata	-2	n, adj	
Bombeiros do Rio de Janeiro fazem manifestação e recebem apoio na luta por reajuste salarial	reajuste salarial	0	n, adj	
CIA diz que Coreia do Norte ajudou Síria a construir reator nuclear	reator nuclear	-1	n, adj	
Turquia lança ataques aéreos contra rebeldes curdos	rebeldes curdos	-1	n, adj	
Rebelião militar em Bangladesh mata e fere mais de 100	rebelião militar	-1	n, adj	
Brasil entra em recessão técnica	recessão técnica	-2	n, adj	
Produtores querem reconhecimento internacional da cachaça como bebida típica do Brasil	reconhecimento internacional	2	n, adj	
Recuperação econômica reduz emissão de cheques sem fundo no Brasil	recuperação econômica	2	n, adj	
Mantega atribui a bancos públicos recuperação rápida e sustentável da economia	recuperação rápida	2	n, adj	
Mantega atribui a bancos públicos recuperação rápida e sustentável da economia	recuperação rápida	2	n, adj	
Crise leva BC a adotar medida para ampliar recursos disponíveis no mercado	recursos disponíveis	1	n, adj	
Nova denúncia sobre Recursos Federais da Petrobras que não chegaram à Fundação José Sarney	recursos federais	0	n, adj	
Recursos Federais da Petrobras não chegaram à Fundação José Sarney, diz jornal	recursos federais	0	n, adj	
Nova denúncia sobre Recursos Federais da Petrobras que não chegaram à Fundação José Sarney	recursos federais	0	n, adj	
Recursos Federais da Petrobras não chegaram à Fundação José Sarney, diz jornal	recursos federais	0	n, adj	
Brasil vai revisar Plano Nacional de Recursos Hídricos	recursos hídricos	0	n, adj	
Raúl Castro promove investimentos estrangeiros em recursos minerais	recursos minerais	0	n, adj	
Lugo toma posse e defende que paraguaios sejam donos dos recursos naturais	recursos naturais	1	n, adj	
Grávidas da rede estadual de ensino do Paraná só voltam às aulas no fim de agosto	rede estadual	0	n, adj	
Governo brasileiro pode importar notebooks para atender escolas da rede pública	rede pública	0	n, adj	
Mulheres recorrem à rede pública para ter parto normal	rede pública	0	n, adj	
Campanha nas redes sociais incentiva doações de sangue	redes sociais	0	n, adj	
Publicitária promove ação nas redes sociais para aquisição de bebedouros para Hospital Municipal São Luiz Gonzaga	redes sociais	0	n, adj	
Autoridades temem onda terrorista à medida que se aproxima decisão sobre a reeleição presidencial na Colômbia	reeleição presidencial	0	n, adj	
55% votam pelo "não" no referendo francês à Constituição Europeia	referendo francês	1	n, adj	
Juíza do Tribunal Constitucional manda suspender referendo revocatório na Bolívia	referendo revocatório	1	n, adj	
Tribunal Constitucional suspende referendo separatista na Catalunha	referendo separatista	1	n, adj	
Parlamento Venezuelano aprova reforma constitucional	reforma constitucional	1	n, adj	
Câmara aprova reforma eleitoral	reforma eleitoral	1	n, adj	
Assinado o Tratado de Reforma institucional da União Europeia	reforma institucional	1	n, adj	
Assinado o Tratado de Reforma institucional da União Europeia	reforma institucional	1	n, adj	
Com saída de Dirceu, é cogitada reforma ministerial	reforma ministerial	1	n, adj	
Denúncia contra o PMDB pode atrapalhar reforma ministerial de Lula	reforma ministerial	1	n, adj	
Zapatero promove reforma ministerial	reforma ministerial	1	n, adj	
Lula promete reforma política, caso seja reeleito	reforma política	1	n, adj	
Projeto de reforma política é retrocesso e prejudica democracia, diz presidente do TSE	reforma política	1	n, adj	
Mantega defende reforma tributária para aumentar competitividade e manter economia em crescimento	reforma tributária	1	n, adj	
Mantega defende reforma tributária para aumentar competitividade e manter economia em crescimento	reforma tributária	1	n, adj	
Irmão de Celso Daniel vive como refugiado político na França	refugiado político	-1	n, adj	
Amazônia é um dos principais destinos de refugiados colombianos	refugiados colombianos	-1	n, adj	
Líder do Hizbollah desafia Israel e promete mais ataques na região central do inimigo	região central	0	n, adj	
Brasil : greve de ônibus em Curitiba e região metropolitana entra no segundo dia	região metropolitana	0	n, adj	
Brasil : greve de ônibus em Curitiba e região metropolitana entra no segundo dia	região metropolitana	0	n, adj	
Serra rebate críticas de Mantega sobre regime tributário	regime tributário	0	n, adj	
Serra rebate críticas de Mantega sobre regime tributário	regime tributário	0	n, adj	
Lula quer movimentar economia das regiões pobres com o Minha Casa, Minha Vida	regiões pobres	-1	n, adj	
Partido brasileiro PSOL obtém registro definitivo	registro definitivo	0	n, adj	
PSDB e DEM decidem não votar no Congresso propostas que mudam regras eleitorais	regras eleitorais	0	n, adj	
Mercosul repudia novas regras imigratórias da União Européia	regras imigratórias	0	n, adj	
PGR vai ao Supremo contra lei de regularização fundiária da Amazônia	regularização fundiária	0	n, adj	
Senado aprova MP que trata da regularização fundiária na Amazônia	regularização fundiária	0	n, adj	
Uribe e Chávez se reúnem em julho para tentar normalizar relações bilaterais	relações bilaterais	1	n, adj	
Uribe acusa Polo Democrático de relações clandestinas com as FARC	relações clandestinas	-1	n, adj	
Lula e Calderón querem estreitar relações comerciais	relações comerciais	1	n, adj	
PDVSA rompe relações comerciais com a ExxonMobil	relações comerciais	1	n, adj	
China amplifica relações comerciais e políticas com países africanos	relações comerciais	1	n, adj	
Lula e Calderón querem estreitar relações comerciais	relações comerciais	1	n, adj	
Bolívia rompe relações diplomáticas com Israel	relações diplomáticas	1	n, adj	
Honduras rompe relações diplomáticas com a Venezuela	relações diplomáticas	1	n, adj	
Nicarágua corta relações diplomáticas com a Colômbia	relações diplomáticas	1	n, adj	
Venezuela restabelece relações diplomáticas com a Colômbia	relações diplomáticas	1	n, adj	
EUA querem aprofundar as relações estratégicas com a Rússia	relações estratégicas	1	n, adj	
EUA querem aprofundar as relações estratégicas com a Rússia	relações estratégicas	1	n, adj	
Sílvio Berlusconi julgado a 6 de Abril por ter tido relações sexuais com menores e por abuso de poder	relações sexuais	1	n, adj	
Lula pode ser citado em relatório final da CPI	relatório final	0	n, adj	
Relator diz que vai incluir nome de Lula no relatório final da CPI	relatório final	0	n, adj	
CPI dos Bingos aprova relatório parcial sobre a Caixa	relatório parcial	0	n, adj	
Sarney recebe relatório preliminar sobre cancelamento de atos secretos	relatório preliminar	0	n, adj	
Sarney recebe relatório preliminar sobre cancelamento de atos secretos	relatório preliminar	0	n, adj	
Alegre considera que cidadãos podem resolver crise de representação política	representação política	0	n, adj	
Representantes espanhóis condenam atentado terrorista	representantes espanhóis	0	n, adj	
Tropas francesas promovem resgate dramático na Costa do Marfim	resgate dramático	-2	n, adj	
Anvisa cria comissão para monitorar resistência microbiana	resistência microbiana	-2	n, adj	
Zelaya garante que voltará amanhã a Honduras e pede resistência pacífica da população	resistência pacífica	2	n, adj	
Microsoft quer uma resposta rápida do Yahoo	resposta rápida	1	n, adj	
Hezbollah entrega restos mortais de soldados israelenses em troca de prisioneiros libaneses	restos mortais	-1	n, adj	
Produção agrícola fecha 2007 com resultado recorde e aumento de 13,7% sobre 2006	resultado recorde	1	n, adj	
Resultados extra-oficiais do referendo confirmam mandato de Evo Morales	resultados extra-oficiais	0	n, adj	
Violência em Togo após resultados parciais das eleições	resultados parciais	0	n, adj	
Campanha presidencial paraguaia chega à reta final	reta final	0	n, adj	
Arthur Virgílio afirma que retaliação peemedebista é quebra de decoro	retaliação peemedebista	-2	n, adj	
Tem início a retirada israelense da Faixa de Gaza	retirada israelense	1	n, adj	
Barack Obama chama de ??marco?? a retirada parcial das tropas norte-americanas do Iraque	retirada parcial	1	n, adj	
Estados Unidos faz retirada parcial de tropas no Iraque	retirada parcial	1	n, adj	
ONU condena golpe em Honduras e pede retorno imediato de Zelaya	retorno imediato	1	n, adj	
Golpe de Estado provoca retração econômica em Honduras	retração econômica	-2	n, adj	
Golpe de Estado provoca retração econômica em Honduras	retração econômica	-2	n, adj	
Mantega convoca reunião extraordinária do G-20 Financeiro para discutir crise mundial	reunião extraordinária	0	n, adj	
Brasil pede reunião extraordinária do Conselho de Segurança da ONU	reunião extraordinária	0	n, adj	
Reunião inédita na Casa Branca: Obama busca a experiência dos antecessores	reunião inédita	1	n, adj	
Obama e Clinton tem reunião privada	reunião privada	0	n, adj	
Governo dos Estados Unidos censura as revistas científicas por descobrimento de uma nova variedade da gripe	revistas científicas	0	n, adj	
Clima de revolta social no Norte da África pode chegar ao centro da região	revolta social	-2	n, adj	
Parceria na área de defesa vai ajudar a proteger riquezas brasileiras, diz Lula	riquezas brasileiras	1	n, adj	
Parceria na área de defesa vai ajudar a proteger riquezas brasileiras, diz Lula	riquezas brasileiras	1	n, adj	
BNDES já aplicou R$ 1,1 bilhão no programa de concessão de rodovias federais	rodovias federais	0	n, adj	
IBGE eleva previsão da safra agrícola brasileira	safra agrícola	0	n, adj	
IBGE eleva estimativa da safra brasileira de grãos de 2012 para 160,7 milhões de toneladas	safra brasileira	0	n, adj	
Colômbia define salário mínimo de 2012 por consenso de empresários e sindicatos	salário mínimo	0	n, adj	
Novo salário mínimo brasileiro passará a valer a partir de sábado	salário mínimo	0	n, adj	
Governo reajusta salário mínimo para R$ 678 a partir de janeiro	salário mínimo	0	n, adj	
Brasil passa a ter saldo credor contra dívida externa	saldo credor	1	n, adj	
Equador estuda sanções comerciais contra a Colômbia e adia reatamento de relações	sanções comerciais	-2	n, adj	
Estados Unidos impõem sanções diplomáticas ao governo provisório de Honduras	sanções diplomáticas	-2	n, adj	
TSE rejeita pedido de cassação do governador de Santa Catarina	santa catarina	0	n, adj	
Confirmados casos de leptospirose em Santa Catarina	santa catarina	0	n, adj	
Líder da Al Qaeda incita muçulmanos a fazer Guerra Santa Mundial contra os judeus	santa mundial	0	n, adj	
Fonte da notícia não confirmada da Newsweek pode ter sido um sargento americano	sargento americano	0	n, adj	
Aborto é problema de saúde pública, alerta Anistia Internacional	saúde pública	0	n, adj	
Cuidados de saúde universais são essenciais para combater desigualdade	saúde universais	0	n, adj	
Presidente dos Estados Unidos perde cooperação com a China "para planejar o século XXI"	século xxi	0	n, adj	
Presidente dos Estados Unidos perde cooperação com a China "para planejar o século XXI"	século xxi	0	n, adj	
Lula apóia proposta de Chávez de discutir segurança alimentar na América do Sul	segurança alimentar	1	n, adj	
Deputados brasileiros endurecem lei contra milícias, justiceiros e segurança informal	segurança informal	1	n, adj	
Cacciola será transferido ainda hoje para presídio de segurança máxima no Rio	segurança máxima	1	n, adj	
Reforma política e segurança pública são as prioridades para 2006 afirma Presidente da Câmara dos Deputados do Brasil	segurança pública	1	n, adj	
Lula presenteia Obama com camisa da seleção brasileira	seleção brasileira	0	n, adj	
Lula presenteia Obama com camisa da seleção brasileira	seleção brasileira	0	n, adj	
Anvisa lança selo óptico para medicamentos	selo óptico	1	n, adj	
Anvisa lança selo óptico para medicamentos	selo óptico	1	n, adj	
Reféns das Farc são resgatados na selva colombiana com ajuda do Exército Brasileiro	selva colombiana	0	n, adj	
Mercosul pede medicamentos contra a Gripe A sem patentes	sem patentes	1	n, adj	
Mercosul pede medicamentos contra a Gripe A sem patentes	sem patentes	1	n, adj	
Pouca adesão na semana europeia da mobilidade que termina hoje	semana europeia	0	n, adj	
Senado americano aprova nomeação de Robert Gates para cargo de Secretário da Defesa	senado americano	0	n, adj	
Senado argentino veta projeto de impostos sobre grãos com voto do vice-presidente	senado argentino	0	n, adj	
Senado argentino veta projeto de impostos sobre grãos com voto do vice-presidente	senado argentino	0	n, adj	
Senado argentino aprova direito de pacientes terminais rejeitarem tratamento	senado argentino	0	n, adj	
Comissão do Senado brasileiro aprova relatório de Mercadante sobre nova Lei Nacional de Adoção	senado brasileiro	0	n, adj	
Senado brasileiro aprova adesão da Venezuela ao Mercosul	senado brasileiro	0	n, adj	
Bate-boca no Senado brasileiro entre aliados e opositores de Sarney	senado brasileiro	0	n, adj	
Comissão do Senado brasileiro aprova relatório de Mercadante sobre nova Lei Nacional de Adoção	senado brasileiro	0	n, adj	
No Senado brasileiro senadores do governo voltam atrás e dizem ser a favor da CPI	senado brasileiro	0	n, adj	
Senado brasileiro aprova adesão da Venezuela ao Mercosul	senado brasileiro	0	n, adj	
Senado brasileiro aprova ingresso da Venezuela no Mercosul	senado brasileiro	0	n, adj	
Senado brasileiro aprova voto de censura contra Chávez	senado brasileiro	0	n, adj	
Senado brasileiro continuou a discutir sobre a corrupção durante o governo Lula, nesta terça-feira	senado brasileiro	0	n, adj	
Senado brasileiro demitirá 200 servidores contratados por atos secretos	senado brasileiro	0	n, adj	
Senado brasileiro faz 180 anos este mês	senado brasileiro	0	n, adj	
Esquadrão anti-bombas detona material suspeito encontrado no Senado Federal brasileiro	senado federal	0	n, adj	
Jovens senadores tomam posse no Senado Federal	senado federal	0	n, adj	
Senado norte-americano aprova tratado de livre comércio com o Peru	senado norte-americano	0	n, adj	
Líder do PSDB no Senado protocola denúncia no Conselho de Ética	senado protocola	0	n, adj	
Líder do PSDB no Senado protocola denúncia no Conselho de Ética	senado protocola	0	n, adj	
Senador americano alega que Saddam tinha programa para armas de destruição em massa	senador americano	0	n, adj	
Senador brasileiro acusado de mensalinho anuncia desfiliação de partido	senador brasileiro	0	n, adj	
Senador brasileiro chama campanha contra desarmamento de "propaganda enganosa"	senador brasileiro	0	n, adj	
Falece o senador brasileiro Romeu Tuma, aos 79 anos	senador brasileiro	0	n, adj	
Senadora colombiana diz que Farc devem libertar reféns no domingo	senadora colombiana	0	n, adj	
Preferência por filhos homens na Ásia pode ter sérias conseqüências	sérias conseqüências	-2	n, adj	
Preferência por filhos homens na Ásia pode ter sérias conseqüências	sérias conseqüências	-2	n, adj	
Supremo adia decisão sobre monopólio dos Correios nos serviços postais; Empresas privadas e manifestantes protestam contra monopólio dos Correios nos serviços de encomendas expressas	serviços postais	0	n, adj	
Mutirão leva serviços públicos a moradores do centro de São Paulo	serviços públicos	0	n, adj	
OEA faz sessão extraordinária para discutir situação em Honduras	sessão extraordinária	0	n, adj	
EUA propõem diminuir para US$ 15 bilhões subsídios ao setor agrícola	setor agrícola	0	n, adj	
Setor bancário puxa bolsas européias para baixo nesta sexta.	setor bancário	0	n, adj	
Página do Governo Brasileiro tem link para sex shop	sex shop	0	n, adj	
Brasil ultrapassa Reino Unido e se torna a sexta maior economia do mundo	sexta maior	0	n, adj	
Brasil ultrapassa a França e torna-se o sexto maior produtor de automóveis	sexto maior	0	n, adj	
Sinal verde para o início das obras da Usina Nuclear Angra 3	sinal verde	2	n, adj	
Sistema elétrico do Brasil vai operar até 2013 com sobra de energia, garante Tolmasquim	sistema elétrico	0	n, adj	
Bric se compromete em avançar na reforma do sistema financeiro internacional	sistema financeiro	0	n, adj	
Lula defende papel do Estado como regulador do sistema financeiro	sistema financeiro	0	n, adj	
Lula reafirma que sistema financeiro internacional precisa de regulação dos Estados	sistema financeiro	0	n, adj	
União Européia descarta, por enquanto, pacote de ajuda ao sistema financeiro	sistema financeiro	0	n, adj	
Bric se compromete em avançar na reforma do sistema financeiro internacional	sistema financeiro	0	n, adj	
Lula defende papel do Estado como regulador do sistema financeiro	sistema financeiro	0	n, adj	
Lula reafirma que sistema financeiro internacional precisa de regulação dos Estados	sistema financeiro	0	n, adj	
Onda de ataques contra sites governamentais atingem Coréia do Sul e Estados Unidos	sites governamentais	0	n, adj	
Sindicato denuncia situação precária de policiais federais em Roraima	situação precária	-2	n, adj	
Situação tranquila nos aeroportos no feriado de Corpus Christi	situação tranquila	2	n, adj	
ONU promete apoiar processo de soberania nacional no Timor Leste	soberania nacional	1	n, adj	
Zuma toma posse na África do Sul e renova compromisso de construir uma sociedade livre	sociedade livre	2	n, adj	
Deputados discutem incentivo ao software livre no Brasil	software livre	1	n, adj	
Lula defende software livre ao participar de evento em Brasília	software livre	1	n, adj	
Sobe para 16 mortos no ataque a tiros feito por soldado americano no Afeganistão	soldado americano	0	n, adj	
Morre o primeiro soldado brasileiro no Haiti	soldado brasileiro	0	n, adj	
Hamas diz que não irá libertar soldado israelense	soldado israelense	0	n, adj	
Morte de soldado israelense põe trégua em xeque	soldado israelense	0	n, adj	
Vence ultimato de palestinos que mantêm cativo soldado israelense	soldado israelense	0	n, adj	
Três detidos pelo assassinato de dois soldados britânicos na Irlanda do Norte	soldados britânicos	0	n, adj	
Três detidos pelo assassinato de dois soldados britânicos na Irlanda do Norte	soldados britânicos	0	n, adj	
Chefe do Hizbollah disse para Al Jazira que políticos libaneses sabiam sobre plano para raptar soldados israelenses	soldados israelenses	0	n, adj	
Hezbollah entrega restos mortais de soldados israelenses em troca de prisioneiros libaneses	soldados israelenses	0	n, adj	
Rebeldes curdos matam em emboscada 16 soldados turcos	soldados turcos	0	n, adj	
